Code,Airport
HHE,Hachinohe Airport
HHH,Hilton Head Airport
HHI,Wheeler Army Airfield
HHN,Frankfurt-Hahn Airport
HHP,Shun Tak Heliport
HHQ,Hua Hin Airport
HHR,Jack Northrop Field Hawthorne Municipal Airport
HHZ,Hikueru Atoll Airport
HIA,Lianshui Airport
HIB,Range Regional Airport
HID,Horn Island Airport
HIE,Mount Washington Regional Airport
HIF,Hill Air Force Base
HIG,Highbury Airport
HII,Lake Havasu City Airport
HIJ,Hiroshima Airport
HIL,Shilavo Airport
HIM,Hingurakgoda Air Force Base
HIN,Sacheon Air Base/Airport
HIO,Portland Hillsboro Airport
HIP,Headingly Airport
HIR,Honiara International Airport
HIS,Hayman Island Resort Seaplane Base
HIT,Haivaro Airport
HIW,Hiroshimanishi Airport
HJJ,Zhijiang Airport
HJR,Khajuraho Airport
HJT,Khujirt Airport
HKA,Blytheville Municipal Airport
HKB,Healy Lake Airport
HKD,Hakodate Airport
HKG,Hong Kong International Airport
HKG,Hong Kong International Airport Kai Tak
HKK,Hokitika Airfield
HKN,Kimbe Airport
HKP,Kaanapali Airport
HKS,Hawkins Field
HKT,Phuket International Airport
HKV,Malevo Airport
HKY,Hickory Regional Airport
HLA,Lanseria Airport
HLB,Hillenbrand Industries Airport
HLC,Hill City Municipal Airport
HLD,Dongshan Airport
HLE,St. Helena Airport
HLF,Hultsfred Airport
HLG,Wheeling Ohio County Airport
HLH,Ulanhot Airport
HLI,Hollister Municipal Airport
HLL,Hillside Airport
HLM,Park Township Airport
HLN,Helena Regional Airport
HLO,Ingjaldssan?øur Airport
HLP,Halim Perdanakusuma International Airport
HLR,Hood Army Air Field
HLS,St Helens Airport
HLT,Hamilton Airport
HLU,Nesson Airport
HLV,Helenvale Airport
HLW,Hluhluwe Airport
HLZ,Hamilton International Airport
HMA,Khanty Mansiysk Airport
HMB,Sohag International Airport
HME,Oued Irara Airport
HMG,Hermannsburg Airport
HMI,Hami Airport
HMJ,Khmelnytskyi Airport
HMN,Holloman Air Force Base
HMO,General Ignacio P. Garcia International Airport
HMR,Stafsberg Airport
HMT,Hemet Ryan Airport
HMV,Hemavan Airport
HMY,Seosan Air Base
HNA,Hanamaki Airport
HNB,Huntingburg Airport
HNC,Billy Mitchell Airport
HND,Tokyo Haneda International Airport
HNE,Tahneta Pass Airport
HNH,Hoonah Airport
HNI,Heiweni Airport
HNL,Daniel K Inouye International Airport
HNM,Hana Airport
HNN,Honinabi Airport
HNS,Haines Airport
HNY,Hengyang Nanyue Airport
HOA,Hola Airport
HOB,Lea County Regional Airport
HOC,Komako Airport
HOD,Hodeidah International Airport
HOE,Ban Huoeisay Airport
HOF,Al Ahsa Airport
HOG,Frank Pais International Airport
HOH,Hohenems-Dornbirn Airport
HOI,Hao Airport
HOK,Hooker Creek Airport
HOM,Homer Airport
HON,Huron Regional Airport
HOO,Nhon Co Airfield
HOP,Campbell AAF (Fort Campbell) Air Field
HOQ,Hof-Plauen Airport
HOR,Horta Airport
HOS,Chos Malal Airport
HOT,Memorial Field
HOU,William P Hobby Airport
HOV,"??rsta-Volda Airport, Hovden"
HOX,Hommalinn Airport
HOY,Hoy/Longhope Airfield
HPA,Lifuka Island Airport
HPB,Hooper Bay Airport
HPE,Hope Vale Airport
HPG,Shennongjia Hongping Airport
HPH,Cat Bi International Airport
HPN,Westchester County Airport
HPR,Pretoria Central Heliport
HPT,Hampton Municipal Airport
HPV,Princeville Airport
HPY,Baytown Airport
HQM,Bowerman Airport
HRA,Mansehra Airport
HRB,Taiping Airport
HRC,Sary Su Airport
HRE,Robert Gabriel Mugabe International Airport
HRG,Hurghada International Airport
HRI,Mattala Rajapaksa International Airport
HRK,Kharkiv International Airport
HRL,Valley International Airport
HRM,Hassi R'Mel Airport
HRO,Boone County Airport
HRR,Herrera Airport
HRS,Harrismith Airport
HRT,RAF Linton-On-Ouse
HRY,Henbury Airport
HRZ,Walter B?¬ndchen Airport
HSB,Harrisburg-Raleigh Airport
HSC,Shaoguan Guitou Airport
HSG,Saga Airport
HSH,Henderson Executive Airport
HSI,Hastings Municipal Airport
HSJ,Shangjie Airport
HSK,Huesca/Pirineos Airport
HSL,Huslia Airport
HSM,Horsham Airport
HSN,Zhoushan Airport
HSP,Ingalls Field
HSS,Hissar Airport
HST,Homestead ARB Airport
HSV,Huntsville International Carl T Jones Field
HSZ,Hsinchu Air Base
HTA,Chita-Kadala Airport
HTG,Khatanga Airport
HTH,Hawthorne Industrial Airport
HTI,Hamilton Island Airport
HTL,Roscommon County - Blodgett Memorial Airport
HTM,Khatgal Airport
HTN,Hotan Airport
HTO,East Hampton Airport
HTR,Hateruma Airport
HTS,Tri-State/Milton J. Ferguson Field
HTT,Huatugou Airport
HTU,Hopetoun Airport
HTV,Huntsville Regional Airport
HTW,Lawrence County Airpark
HTY,Hatay Airport
HTZ,Hato Corozal Airport
HUA,Redstone Army Air Field
HUB,Humbert River Airport
HUC,Humacao Airport
HUD,Humboldt Municipal Airport
HUE,Humera Airport
HUF,"Terre Haute Regional Airport, Hulman Field"
HUG,Huehuetenango Airport
HUH,Huahine-Fare Airport
HUI,Phu Bai Airport
HUJ,Stan Stamper Municipal Airport
HUK,Hukuntsi Airport
HUL,Houlton International Airport
HUM,Houma Terrebonne Airport
HUN,Hualien Airport
HUO,Holingol Huolinhe Airport
HUQ,Hon Airport
HUS,Hughes Airport
HUT,Hutchinson Municipal Airport
HUU,Alferez Fap David Figueroa Fernandini Airport
HUV,Hudiksvall Airport
HUW,Humait?­ Airport
HUX,Bah??as de Huatulco International Airport
HUY,Humberside Airport
HUZ,Huizhou Airport
HVA,Analalava Airport
HVB,Hervey Bay Airport
HVD,Khovd Airport
HVE,Hanksville Airport
HVG,Valan Airport
HVK,H??lmav??k Airport
HVM,Kr??ksta?øarmelar Airport
HVN,Tweed New Haven Airport
HVR,Havre City County Airport
HVS,Hartsville Regional Airport
HWA,Hawabango Airport
HWD,Hayward Executive Airport
HWK,Wilpena Pound Airport
HWN,Hwange National Park Airport
HWO,North Perry Airport
HXD,Delingha Airport
HXX,Hay Airport
HYA,Barnstable Municipal Boardman Polando Field
HYC,Wycombe Air Park
HYD,Rajiv Gandhi International Airport
HYF,Hayfields Airport
HYG,Hydaburg Seaplane Base
HYL,Hollis Clark Bay Seaplane Base
HYN,Huangyan Luqiao Airport
HYR,Sawyer County Airport
HYS,Hays Regional Airport
HYV,Hyvink???? Airfield
HZB,Merville-Calonne Airport
HZG,Hanzhong Chenggu Airport
HZH,Liping Airport
HZK,H?§sav??k Airport
HZL,Hazleton Municipal Airport
HZP,Fort Mackay / Horizon Airport
HZV,Hazyview Airport
IAA,Igarka Airport
IAB,Mc Connell Air Force Base
IAD,Washington Dulles International Airport
IAG,Niagara Falls International Airport
IAH,George Bush Intercontinental Houston Airport
IAL,Ialibu Airport
IAM,In Am??nas Airport
IAN,Bob Baker Memorial Airport
IAO,Siargao Airport
IAR,Tunoshna Airport
IAS,Ia?i Airport
IBA,Ibadan Airport
IBB,General Villamil Airport
IBE,Perales Airport
IBI,Iboki Airport
IBL,Indigo Bay Lodge Airport
IBO,Ibo Airport
IBP,Iberia Airport
IBR,Hyakuri Airport
IBZ,Ibiza Airport
ICA,Icabar?§ Airport
ICC,Andr??s Miguel Salazar Marcano Airport
ICI,Cicia Airport
ICK,Nieuw Nickerie Airport
ICL,Schenck Field
ICN,Incheon International Airport
ICO,Sicogon Airstrip
ICR,Nicaro Airport
ICS,Cascade Airport
ICT,Wichita Eisenhower National Airport
ICY,Icy Bay Airport
IDA,Idaho Falls Regional Airport
IDB,Idre Airport
IDF,Idiofa Airport
IDH,Idaho County Airport
IDI,Indiana County/Jimmy Stewart Fld/ Airport
IDK,Indulkana Airport
IDN,Indagen Airport
IDO,Santa Izabel do Morro Airport
IDP,Independence Municipal Airport
IDR,Devi Ahilyabai Holkar Airport
IDY,??le d'Yeu Airport
IEG,Zielona G??ra-Babimost Airport
IEJ,Ie Jima Airport
IES,Riesa-G??hlis Airport
IEV,Kiev Zhuliany International Airport
IFA,Iowa Falls Municipal Airport
IFF,Iffley Airport
IFH,Hesa Airport
IFJ,?safj??r?øur Airport
IFL,Innisfail Airport
IFN,Esfahan Shahid Beheshti International Airport
IFO,Ivano-Frankivsk International Airport
IFP,Laughlin Bullhead International Airport
IFU,Ifuru Airport
IGA,Inagua Airport
IGB,Cabo F.A.A. H. R. Bord??n Airport
IGD,IŽ?dŽñr Airport
IGE,Tchongorove Airport
IGG,Igiugig Airport
IGH,Ingham Airport
IGL,??iŽ?li Airport
IGM,Kingman Airport
IGN,Iligan Airport
IGO,Chigorod?? Airport
IGR,Cataratas Del Iguaz?§ International Airport
IGS,Ingolstadt Manching Airport
IGT,Magas Airport
IGU,Cataratas International Airport
IHC,Inhaca Airport
IHN,Qishn Airport
IHO,Ihosy Airport
IHR,Iran Shahr Airport
IHU,Ihu Airport
IIA,Inishmaan Aerodrome
IIL,Ilam Airport
IIS,Nissan Island Airport
IJK,Izhevsk Airport
IJU,Iju?? Airport
IKA,Imam Khomeini International Airport
IKB,Wilkes County Airport
IKI,Iki Airport
IKK,Greater Kankakee Airport
IKL,Ikela Airport
IKO,Nikolski Air Station
IKP,Inkerman Airport
IKS,Tiksi Airport
IKT,Irkutsk Airport
IKU,Issyk-Kul International Airport
ILA,Illaga Airport
ILD,Lleida-Alguaire Airport
ILE,Skylark Field
ILF,Ilford Airport
ILG,New Castle Airport
ILH,Illesheim Air Base
ILI,Iliamna Airport
ILK,Atsinanana Airport
ILL,Willmar Municipal -John L Rice Field
ILM,Wilmington International Airport
ILN,Wilmington Airpark
ILO,Iloilo International Airport
ILP,??le des Pins Airport
ILQ,Ilo Airport
ILR,Ilorin International Airport
ILU,Kilaguni Airport
ILX,Ileg Airport
ILY,Islay Airport
ILZ,«ilina Airport
IMA,Iamalele Airport
IMB,Imbaimadai Airport
IMD,Imonda Airport
IMF,Imphal Airport
IMG,Inhaminga Airport
IMI,Ine Airport
IMK,Simikot Airport
IML,Imperial Municipal Airport
IMM,Immokalee Regional Airport
IMN,Imane Airport
IMO,Zemio Airport
IMP,Prefeito Renato Moreira Airport
IMQ,Maku National Airport
IMT,Ford Airport
INA,Inta Airport
INB,Independence Airport
INC,Yinchuan Hedong International Airport
IND,Indianapolis International Airport
INE,Chinde Airport
INF,In Guezzam Airport
ING,Lago Argentino Airport
INH,Inhambane Airport
INI,Nis Airport
INJ,Injune Airport
INK,Winkler County Airport
INL,Falls International Airport
INM,Innamincka Airport
INN,Innsbruck Airport
INO,Inongo Airport
INQ,Inisheer Aerodrome
INS,Creech Air Force Base
INT,Smith Reynolds Airport
INU,Nauru International Airport
INV,Inverness Airport
INW,Winslow Lindbergh Regional Airport
INX,Inanwatan Airport
INY,Inyati Airport
INZ,In Salah Airport
IOA,Ioannina Airport
IOK,Iokea Airport
IOM,Isle of Man Airport
ION,Impfondo Airport
IOP,Ioma Airport
IOR,Inishmore Aerodrome
IOS,Bahia - Jorge Amado Airport
IOU,Edmond Can?? Airport
IOW,Iowa City Municipal Airport
IPA,Ipota Airport
IPC,Mataveri Airport
IPE,Ipil Airport
IPG,Ipiranga Airport
IPH,Sultan Azlan Shah Airport
IPI,San Luis Airport
IPL,Imperial County Airport
IPN,Usiminas Airport
IPT,Williamsport Regional Airport
IPU,Ipia?§ Airport
IQA,Al Asad Air Base
IQM,Qiemo Yudu Airport
IQN,Qingyang Airport
IQQ,Diego Aracena Airport
IQT,Coronel FAP Francisco Secada Vignetta International Airport
IRA,Ngorangora Airport
IRB,Iraan Municipal Airport
IRC,Circle City /New/ Airport
IRD,Ishurdi Airport
IRE,Irec?¦ Airport
IRG,Lockhart River Airport
IRI,Iringa Airport
IRJ,Capitan V A Almonacid Airport
IRK,Kirksville Regional Airport
IRM,Igrim Airport
IRN,Iriona Airport
IRO,Birao Airport
IRP,Matari Airport
IRS,Kirsch Municipal Airport
IRU,Iranamadu Seaplane Base
IRZ,Tapuruquara Airport
ISA,Mount Isa Airport
ISB,New Islamabad International Airport
ISC,St. Mary's Airport
ISD,Santa B?­rbara Airport
ISE,S?¬leyman Demirel International Airport
ISG,New Ishigaki Airport
ISI,Isisford Airport
ISJ,Isla Mujeres Airport
ISK,Nashik Airport
ISL,Atat?¬rk International Airport
ISM,Kissimmee Gateway Airport
ISN,Sloulin Field International Airport
ISO,Kinston Regional Jetport At Stallings Field
ISP,Long Island Mac Arthur Airport
ISQ,Schoolcraft County Airport
ISS,Wiscasset Airport
IST,Istanbul Airport
ISU,Sulaymaniyah International Airport
ISW,Alexander Field South Wood County Airport
ITA,Itacoatiara Airport
ITB,Itaituba Airport
ITE,Ituber?­ Airport
ITH,Ithaca Tompkins Regional Airport
ITI,Agropecu?­ria Castanhais Airport
ITK,Itokama Airport
ITM,Osaka International Airport
ITN,Itabuna Airport
ITO,Hilo International Airport
ITP,Itaperuna Airport
ITQ,Itaqui Airport
ITR,Francisco Vilela do Amaral Airport
ITU,Iturup Airport
IUA,Canandaigua Airport
IUE,Niue International Airport
IUL,Ilu Airport
IUS,Inus Airport
IVA,Ampampamena Airport
IVC,Invercargill Airport
IVG,Berane Airport
IVH,Ivishak Airport
IVI,Viveros Island Airport
IVL,Ivalo Airport
IVR,Inverell Airport
IVW,Inverway Airport
IWA,Ivanovo South Airport
IWD,Gogebic Iron County Airport
IWJ,Iwami Airport
IWK,Iwakuni Marine Corps Air Station
IWO,Iwo Jima Airport
IWS,West Houston Airport
IXA,Agartala Airport
IXB,Bagdogra Airport
IXC,Chandigarh Airport
IXD,Allahabad Airport
IXE,Mangalore International Airport
IXG,Belgaum Airport
IXH,Kailashahar Airport
IXI,North Lakhimpur Airport
IXJ,Jammu Airport
IXK,Keshod Airport
IXL,Leh Kushok Bakula Rimpochee Airport
IXM,Madurai Airport
IXN,Khowai Airport
IXP,Pathankot Airport
IXQ,Kamalpur Airport
IXR,Birsa Munda Airport
IXS,Silchar Airport
IXT,Pasighat Airport
IXU,Aurangabad Airport
IXV,Along Airport
IXW,Sonari Airport
IXY,Kandla Airport
IXZ,Vir Savarkar International Airport
IYK,Inyokern Airport
IZA,Presidente Itamar Franco Airport
IZA,Zona da Mata Regional Airport
IZO,Izumo Airport
IZT,Ixtepec Airport
JAA,Jalalabad Airport
JAB,Jabiru Airport
JAC,Jackson Hole Airport
JAD,Perth Jandakot Airport
JAE,Shumba Airport
JAF,Kankesanturai Airport
JAG,Shahbaz Air Base
JAI,Jaipur International Airport
JAK,Jacmel Airport
JAL,El Lencero Airport
JAM,Bezmer Air Base
JAN,Jackson-Medgar Wiley Evers International Airport
JAP,Chacarita Airport
JAQ,Jacquinot Bay Airport
JAR,Jahrom Airport
JAS,Jasper County Airport-Bell Field
JAT,Jabot Airport
JAU,Francisco Carle Airport
JAV,Ilulissat Airport
JAX,Jacksonville International Airport
JBB,"Noto Hadinegoro, Jember Airport"
JBK,Berkley Municipal Heliport
JBQ,La Isabela International Airport
JBR,Jonesboro Municipal Airport
JBT,Bethel Seaplane Base
JCA,Croisette Heliport
JCB,Santa Terezinha Airport
JCH,Qasigiannguit Heliport
JCI,New Century Aircenter Airport
JCJ,Chuja Port Heliport
JCK,Julia Creek Airport
JCM,Jacobina Airport
JCR,Jacareacanga Airport
JCT,Kimble County Airport
JCU,Ceuta Heliport
JCY,LBJ Ranch Airport
JDA,Grant Co Regional/Ogilvie Field
JDF,Francisco de Assis Airport
JDG,Jeongseok Airport
JDH,Jodhpur Airport
JDN,Jordan Airport
JDO,Orlando Bezerra de Menezes Airport
JDP,Paris Issy-les-Moulineaux Heliport
JDR,Prefeito Oct?­vio de Almeida Neves Airport
JDZ,Jingdezhen Airport
JED,King Abdulaziz International Airport
JEE,J??r??mie Airport
JEF,Jefferson City Memorial Airport
JEG,Aasiaat Airport
JEJ,Jeh Airport
JEK,Jeki Airport
JEQ,Jequi?? Airport
JER,Jersey Airport
JFK,John F Kennedy International Airport
JFN,Northeast Ohio Regional Airport
JFR,Paamiut Airport
JGA,Jamnagar Airport
JGB,Jagdalpur Airport
JGD,Jiagedaqi Airport
JGN,Jiayuguan Airport
JGO,Qeqertarsuaq Heliport
JGR,Groennedal Heliport
JGS,Jinggangshan Airport
JHB,Senai International Airport
JHG,Xishuangbanna Gasa Airport
JHL,Fort MacKay/Albian Aerodrome
JHM,Kapalua Airport
JHQ,Shute Harbour Airport
JHS,Sisimiut Airport
JHW,Chautauqua County-Jamestown Airport
JIA,Ju??na Airport
JIB,Djibouti-Ambouli Airport
JIC,Jinchuan Airport
JIJ,Wilwal International Airport
JIK,Ikaria Airport
JIL,Jilin Airport
JIM,Jimma Airport
JIN,Jinja Airport
JIO,Jos Orno Imsula Airport
JIP,Jipijapa Airport
JIQ,Qianjiang Wulingshan Airport
JIR,Jiri Airport
JIU,Jiujiang Lushan Airport
JIW,Jiwani Airport
JJD,Comandante Ariston Pessoa Airport
JJG,Humberto Ghizzo Bortoluzzi Regional Airport
JJI,Juanjui Airport
JJM,Mulika Lodge Airport
JJN,Quanzhou Jinjiang International Airport
JJU,Qaqortoq Heliport
JKG,J??nk??ping Airport
JKH,Chios Island National Airport
JKL,Kalymnos Airport
JKR,Janakpur Airport
JKV,Cherokee County Airport
JLA,Quartz Creek Airport
JLN,Joplin Regional Airport
JLR,Jabalpur Airport
JLS,Jales Airport
JMB,Jamba Airport
JMJ,Lancang Jingmai Airport
JMK,Mikonos Airport
JMO,Jomsom Airport
JMS,Jamestown Regional Airport
JMU,Jiamusi Airport
JNA,Janu?­ria Airport
JNB,OR Tambo International Airport
JNB,OR Tambo International Airport
JNB,O R Tambo International
JNG,Jining Qufu Airport
JNI,Junin Airport
JNJ,Ja'Aluni Airport
JNN,Nanortalik Heliport
JNS,Narsaq Heliport
JNU,Juneau International Airport
JNX,Naxos Airport
JNZ,Jinzhou Airport
JOE,Joensuu Airport
JOG,Adi Sutjipto International Airport
JOH,Port St Johns Airport
JOI,Lauro Carneiro de Loyola Airport
JOJ,Doris Lake
JOK,Yoshkar-Ola Airport
JOL,Jolo Airport
JOM,Njombe Airport
JON,Johnston Atoll Airport
JOP,Josephstaal Airport
JOS,Yakubu Gowon Airport
JOT,Joliet Regional Airport
JPA,Presidente Castro Pinto International Airport
JPB,Pan Am Building Heliport
JPN,Pentagon Army Heliport
JPR,Ji-Paran?­ Airport
JQA,Qaarsut Airport
JQE,Jaqu?? Airport
JRA,West 30th St. Heliport
JRB,Downtown-Manhattan/Wall St Heliport
JRF,Kalaeloa Airport
JRH,Jorhat Airport
JRN,Juruena Airport
JRO,Kilimanjaro International Airport
JRS,Jerusalem Airport
JSA,Jaisalmer Airport
JSH,Sitia Airport
JSI,Skiathos Island National Airport
JSJ,Jiansanjiang Airport
JSK,Jask Airport
JSM,Jose De San Martin Airport
JSR,Jessore Airport
JST,John Murtha Johnstown Cambria County Airport
JSU,Maniitsoq Airport
JSY,Syros Airport
JTC,Bauru - Arealva Airport
JTI,Jata?? Airport
JTR,Santorini Airport
JTY,Astypalaia Airport
JUA,In?­cio Lu??s do Nascimento Airport
JUB,Juba International Airport
JUH,Jiuhuashan Airport
JUI,Juist Airport
JUJ,Gobernador Horacio Guzman International Airport
JUL,Inca Manco Capac International Airport
JUM,Jumla Airport
JUN,Jundah Airport
JUO,Jurado Airport
JUR,Jurien Bay Airport
JUT,Jutigalpa airport
JUV,Upernavik Airport
JUZ,Quzhou Airport
JVA,Ankavandra Airport
JVI,Central Jersey Regional Airport
JVL,Southern Wisconsin Regional Airport
JWA,Jwaneng Airport
JWN,Zanjan Airport
JXA,Jixi Xingkaihu Airport
JXN,Jackson County Reynolds Field
JYR,Jiroft Airport
JYV,Jyvaskyla Airport
JZH,Jiuzhai Huanglong Airport
KAA,Kasama Airport
KAB,Kariba International Airport
KAC,Kamishly Airport
KAD,Kaduna Airport
KAE,Kake Seaplane Base
KAF,Karato Airport
KAG,Gangneung Airport (K-18)
KAI,Kaieteur International Airport
KAJ,Kajaani Airport
KAL,Kaltag Airport
KAM,Kamaran Airport
KAN,Mallam Aminu International Airport
KAO,Kuusamo Airport
KAP,Kapanga Airport
KAQ,Kamulai Airport
KAR,Kamarang Airport
KAS,Karasburg Airport
KAT,Kaitaia Airport
KAU,Kauhava Airport
KAV,Kavanayen Airport
KAW,Kawthoung Airport
KAX,Kalbarri Airport
KAY,Wakaya Island Airport
KAZ,Kao Airport
KBA,Kabala Airport
KBB,Kirkimbie Station Airport
KBC,Birch Creek Airport
KBD,Kimberley Downs Airport
KBE,Bell Island Hot Springs Seaplane Base
KBF,Karubaga Airport
KBH,Kalat Airport
KBI,Kribi Airport
KBJ,Kings Canyon Airport
KBL,Hamid Karzai International Airport
KBM,Kabwum
KBN,Tunta Airport
KBO,Kabalo Airport
KBP,Boryspil International Airport
KBQ,Kasungu Airport
KBR,Sultan Ismail Petra Airport
KBS,Bo Airport
KBT,Kaben Airport
KBU,Gusti Syamsir Alam Airport
KBV,Krabi Airport
KBW,Chignik Bay Seaplane Base
KBX,Kambuaya Airport
KBY,Streaky Bay Airport
KBZ,Kaikoura Airport
KCA,Kuqa Airport
KCB,Tepoe Airstrip
KCC,Coffman Cove Seaplane Base
KCD,Kamur Airport
KCE,Collinsville Airport
KCF,Kadanwari Airport
KCG,Chignik Fisheries Airport
KCH,Kuching International Airport
KCI,Kon Airport
KCJ,Komaio Airport
KCK,Kirensk Airport
KCL,Chignik Lagoon Airport
KCM,Kahramanmara? Airport
KCN,Chernofski Harbor Seaplane Base
KCO,Cengiz Topel Airport
KCQ,Chignik Lake Airport
KCR,Colorado Creek Airport
KCS,Kings Creek Airport
KCT,Koggala Airport
KCU,Masindi Airport
KCZ,Kochi Airport (‚®?‡?‡?§‘??)
KCZ,Kchi Ryma Airport
KDA,Kolda North Airport
KDB,Kambalda Airport
KDC,Kandi Airport
KDD,Khuzdar Airport
KDE,Koroba Airport
KDH,Kandahar Airport
KDI,Wolter Monginsidi Airport
KDJ,Ville Airport
KDK,Kodiak Municipal Airport
KDL,K??rdla Airport
KDM,Kaadedhdhoo Airport
KDN,Ndende Airport
KDO,Kadhdhoo Airport
KDP,Kandep Airport
KDQ,Kamberatoro Airport
KDR,Kandrian Airport
KDS,Kamaran Downs Airport
KDT,Kamphaeng Saen Airport
KDU,Skardu Airport
KDV,Vunisea Airport
KDW,Victoria Reservoir Seaplane Base
KDX,Kadugli Airport
KDY,Typliy Klyuch Airport
KDZ,Polgolla Reservoir Seaplane Base
KEA,Keisah Airport
KEB,Nanwalek Airport
KEC,Kasenga Airport
KED,Ka??di Airport
KEE,Kelle Airport
KEF,Keflavik International Airport
KEG,Keglsugl Airport
KEH,Kenmore Air Harbor Inc Seaplane Base
KEI,Kepi Airport
KEJ,Kemerovo Airport
KEK,Ekwok Airport
KEL,Kiel-Holtenau Airport
KEM,Kemi-Tornio Airport
KEN,Kenema Airport
KEO,Odienne Airport
KEP,Nepalgunj Airport
KEQ,Kebar Airport
KER,Kerman Airport
KES,Kelsey Airport
KET,Kengtung Airport
KEV,Halli Airport
KEW,Keewaywin Airport
KEX,Kanabea Airport
KEY,Kericho Airport
KEZ,Kelani-Peliyagoda Seaplane Base
KFA,Kiffa Airport
KFE,Fortescue - Dave Forrest Aerodrome
KFG,Kalkgurung Airport
KFP,False Pass Airport
KFS,Kastamonu Airport
KGA,Kananga Airport
KGB,Konge Airport
KGC,Kingscote Airport
KGD,Khrabrovo Airport
KGE,Kaghau Airport
KGF,Sary-Arka Airport
KGG,K??dougou Airport
KGH,Yongai Airport
KGI,Kalgoorlie Boulder Airport
KGJ,Karonga Airport
